document,labels
마스크 크기가 작아요 대형을 편이 성인 남자가 쓰기엔 좀 아닌데... 얼굴이 성인 구매했는데 작아요 얼굴 작은 큰 여자만 써야할 듯ㅠㅠ 그리고 끈도 부드럽지 않아서 하루종일 쓰고 있었더니 귀 뒷쪽이 짓물렀어요 비추입니다.,2
화면이 고화질이라 집에 극장이 생긴 기분이네요ㅎㅎ 색상도 은은해서 인테리어 효과도 나고 좋아요,1
좋은 가격에 구매할 수 있어서 너무 만족합니다^^ 색상도 블랙이라 아주 고급스러워 보여요 최고입니다!,1
배기스탈이구요 허리밴딩 출근복으로 입기전엔 몰랐는데 구김은 심하네요 편해요 입긴 좀 그래요 ㅜㅜ,2
선이 너무 짧아서 난감하네요ㅡㅡ; 그리고 스피커에서 미세하게 찢어지는 소리가 나요ㅠ,2
72%보다는 소독이 덜 되는 되네요. 같아요. 것 안 되는 것 같아 양을 많이 쓰게 살균 가성비는 별롭니다. 다음에는 72% 사야겠어요,2
편하더라고요. 사이즈도 적당하고 움직이는데도 가죽인데. 근대 시간이 지나면 땀이 찰 것 같긴하네요.,0
OOO건조기시트로 향이 아주 좋습니다. 건조 후에도 향이 오래 지속되니 당분간 이 제품만 쓸거예요.,1
"잘 시작 속도가 설명서랑 황당한 적은 처음! 제품이 너무 넘어가니까 지문인식 후 굉장히 느려집니다. 대고 한 1초 아시는 대야 풀려요. 기본필름은 대자마자 풀렸었는데.2. 지문인식이 아침에 등록하면 잠깐 되다가 점심에 참 점심에 등록하면 저녁에 안됩니다. 안되고, 웃기죠. 지문인식때문에 돈 더주고 OOO로 산건데, 툭하면 5회 연속 일치하는 지문 없다고 패턴으로 별로에요일단은,1. 영 경화액 비싼건데ㅠㅠ-----------------다른 강화유리들은 지문인식이 블로그 안되거나 흉하게 구멍이 뚫려있는게 대부분이라 큰맘먹고 구매했습니다.OOO에 올라온 영상 보고 따라했는데, 깔끔하게 다르게 스피커 마스킹 테이프 홈을 댓글에 부분이 없더라고요. 두껍게 붙였다가 위쪽에 경화액 안퍼지는거 보고 앗차 싶어서 떼고 속상하네요. 닦고 여분 경화액으로 성공했습니다. 이렇게 혹시 수화부에 조금이라도 들어갔을까 싶어 닦아내고 싶은데, 알콜로 닦으면 되나요?이거 이상 분은 고정시키라는 달아주세요ㅠㅠ 진짜루 넘 황당+당황!",2
포인팅도 정확하게 되고 보입니다. 유선 마우스 느껴집니다. 같이 단점은 클릭 소리가 약간 저렴해 반응속도도 그리고 옆 버튼들이 작아서 조작하기 힘듭니다.,0
홈버튼도 편하게 사용가능하고 문자도 보내기 편해서 좋네요 정품케이스 끼우니 폰 디자인도 더 살아나고 정말 예쁘네요^^,1
배송도빠르고  상품도 가격대비 가성비 굿~~ 너무 착용하기 편하고 가죽도 부드럽고 너무 좋습니다. 굿굿굿~~너무 맘에 듭니다^^,1
선물하려고 샀는데 저렴한 가격에 만족스럽고 구입해서 배송도 빨라서 더 좋네요ㅋ 그런데 디자인이 그닥 고급스럽지는 않아서 좀 아쉽네요.,0
수분 공급에는 탁월한 듯 있어요 그래서인지 번들번들 해 보이기는 한데 계속 좋을 보면 거친 얼굴의 건성 피부엔 바르다 효능이 한가지 해요. 아쉬운건 향이 좀 별로라는거예요. 좀 더 플로럴한 향이었으면 더 좋았겠다 라는 개인적 생각이네요.,0
"사용되서 간다하게만 일단 있고,세부적이지 않아서 살짝 아쉬워요. 하지만 제품 기능과 성능 문제는 아니라서 넘어가죠. 안내되어 유리 위에서 사용해도 전혀 튀지 않고 안정적으로 매뉴얼이 만족해요^^",0
머리가빈약한편이라불륨이필요해서샀는데아직기술이없어잘안돼요방송에서처럼안돼요언니한테써보라고했더니언니도잘안된데요냄새도별로라서안쓴데요,2
"소리는 선명해서 만족해요 그런데 스마트온,오프 as받아야하는 안되어서 기능이 점이 아쉬워요~",0
남편 번창하세요 로퍼를 보자 마자 주문했어요^^ 전에 신던 것보다 사이즈가 약간 크게 나온 것 같네요. 넉넉합니다;; 발은 편하대요~^^ 신을,0
꼼꼼하게 포장해 보내주셔서 감사합니다. 아직 써보지는 않아서 향이 좋은지는 모르겠습니다. 건조기 있으면 향이 은은하게 남아 돌려도 좋겠습니다.,0
새부리형 처음 사용해보는데 하니 하면 자꾸 내려가네요. 손으로 자주 올려줘야 말을 청결에도 별루,2
어제 배송받고 오늘 매실을 구입하여 사용해보았는데 확실히 도움이 많이 되어 쉽게 5Kg로 매실청 만드는 작업을 완료했습니다. 힘도 덜 들고 사용하기 편하고 좋네요. 잘산거 같아요.,1
다양한 향이 어우러져 특유의 분위기를 만드네요. 사계절용으로도 추천해요. 향의 지속 시간은 다소 짧게 느껴지네요.,1
액체세제들 중에 묽은 것도 있는데 아직 써보진 않았지만 묽기는 괜찮은거 같습니다. 싸게 잘산거 같네요. 자주 자주 이용 해야겠네요.,1
적립금도쓰고 얇아서 레이어드해서 입으면좋을듯하여 구매했는데 딱 금액만금이네요 ㆍ 추천은 조금 생각해봐야할듯요,2
생각과는 디자인이 차이가 실제 많음...반팔인데도 재질이 더운듯 해 한번도 안 입음,2
처음 사용하는 제품인데 좋지 않은 것 같습니다. 부모님 사 드리려고 주문했는데 배송도 너무 느렸고 로션 제형이 부드럽지 않았습니다. 그래서 발림성도 뻑뻑합니다.,2
오늘에서야 써보내요. 온 집에 고소한 냄새가 진동하네요. 약하게 볶은 깨1키로로 본거준 병 2개로 많이 나와서 좋아요~  작동법도 간단해서 사용하기 편합니다.,1
"원래 다른 제품을 사용했는데 발라보니 보고 후기가 좋아서 없네요. 그런데 촉촉하지 않고, 주름이 옅어지는 느낌이 구매했습니다. 그리고 용량이 작아서 생각보다 빨리 쓰겠더라고요. 구성도 만족스럽지 않아요. 오일도 홈쇼핑에서 번들거리네요.",2
실망스러워요 잘 사서 만족해요 사운드가 볼륨을 최대로 해도 크지 않고 음질도 기대이하라 저렴하게,0
신랑을 위해 구매했습니다 아직 사용전입니다 칫솔머리가 작긴하지만 부드러워서 잇몸 아프다는 신랑이 잘 쓸것 같습니다,1
블로그 안녕하세요~ 이웃님들! 반가워요~프로젝터 리뷰 포스팅으로 돌아왔습니다!원래 5년 정도 쓰던 프로젝터가 있었는데 더 좋은 화질로 화질이 싶어서 2. 됐어요!<장점>1. 왜 더 빨리 이걸로 바꾸지 않았을까 후회될정도로 Full HD 해상도로 즐겨보고 정말 달라요 달라!! 구매하게 무게가 가벼워서 여기저기 들고 닳아요ㅠㅠ 어디 놀러갈때에도 혹시 미니언즈같대요.<단점>1. 프로젝터 왠만하면 들고가게 되더라구요.3. 디자인이 귀여워요~ 모르니 배터리가 빨리 다니기편합니다. 그게 아쉽습니다...궁금하신 점 있으시면 댓글로 남겨주세요!,0
"사진보다 사이즈가 조금 작아 실망스럽고 ,  소리가 너무 커서 불편해요.     ",2
보풀이 괜찮은데 가격대비 일어요,0
"주변에서 입소문으로 좋다해서 주문했어요. 잔주름 피부에 사용했는데 촉촉함이 부족하네요. 가지고 다니면서 건조한 덧발라 줘야 해요. 중간에 신경쓰였는데, 주름개선 효과 기대해 봅니다.",2
저는 비데를 구입하는데 있어서 제일 중요한 점을 위생으로 보고 그런 점에서 상품을 검색하다가 이 제품을 구입하게 됐어요.  OOO 이 제품은 구매자가 정기적으로 필터를 구입해서 교체하게 되어 있어서 그런 점이 마음에 들더라구요. 일체형은 필터청소가 직접 하기가 쉽지 않거든요. 그런데 필터를 구입해서 바꿀 수가 있어서 위생적인 면에서 만족스럽습니다. 중요한 부분에 사용되는 건데 비위생적이면 찝찝하잖아요. 게다가 사용자 감지센서가 작동 되서 오작동이 없어서 좋더라구요. 사람이 앉아있지 않으면 아무리 비데를 눌러도 작동이 되지 않아서 순간 실수로 잘못 눌러서 물 맞을 일이 없어서 좋아요. 기능이 단순하니 비데 자체에 집중된 부분이 이 제품의 장점인 거 같아요. 그런데 계속 따뜻하게 켜져있어 전기세가 걱정이긴 하네요.,0
빨리 받았습니다. 처음 느낌으로는 향이 좀 센 것 사용하는 남자가 같습니다. 향이라서 좀 센 느낌이네요. 쓰기엔 쓰기엔 좋아 보이는데 겨울에 여름에 좀 그래요.,2
환풍기 외관 덥개 부분이 부러져서 와서 속상하네요ㅜ 약하게 만들어진거 같아요 반품하고 싶지만 귀찮아서 그냥 사용하는데 너무 흡입력이 설치하고 약한게 성능도 별로네요ㅜ,2
가격대비 완전 만족스러운 제품이예요! 가성비 갑! 사용하기가 쉬워서 요리하기도 쉬워요 최고의 요리사로 만들어주네요. 다만 선반 위에 히터부분 청소가 좀 번거로운 편이예요.,0
OOO 신상 부츠가 가격할인에 들어갔네요!!!  사이즈 빠지기 전에 얼른 구매하시라고 빠르게 소개해 드립니다.  계속 눈여겨보다가 가격 할인에 들어가서 주문했고 아주 저렴한 가격에 사게 되서 만족스러워요. 일단 전 편한 거 우선이라 신기 편해 보여서 주문했어요.  예전에 신발 이뻐서 샀다가 발톱이 부러진 적이 있어서 이번에는 무조건 착화감 좋아 보이는 것을 우선시 했는데 역시 탁월한 선택이었네요. 너무너무 편해서 신고 뛰어도 문제 없네요. 디자인도 투박하지 않아 아주 좋습니다. 사이즈는 크지도 작지도 않고 딱 정사이즈입니다.   어떠세요? 겨울 데일리 부츠로 엄청 좋아보이지 않나요? 얼른 겟하러 고고고~~ ,1
메인은 괜찮으나 방송중에만 제공되는 보조 목걸이는 실용성이 너무 가늘어 체인이 없네요,0
세제에서 나는 향기도 은은해서 좋고 깨끗하게 때도 빠지는 듯 합니다. 가성비가 좋아 만족스러워요.,1
새부리형 처음 사용해보는데 말을 하면 자꾸 내려가네요. 손으로 자주 올려줘야 하니 청결에도 별루,2
한영키 거기다가 하기가 까다로워서 짜증남 ㅠㅠ 변형 무겁기까지 어휴.. 비추비추,2
너무 화면이 볼록렌즈처럼 보여 별로예요. 제품 가격말고 별도의 추가비용이 발생해서 불쾌합니다.,2
usb로 연결만 하면되고 잘작동하니 간편해서 좋습니다. 기능도 다양하고 활용도가 높아서 일단 너무 만족해요  ,1
저렴하게 구입해서 들리네요 팬 돌아가는 소리인지... 소음이 계속 만족~^^,0
가격이 저렴해서 구입했어요. 조금 가격 품질이 옷 만큼 해요,2
기존에 벽걸이를 이용해서 그대로 사용하는데 구성품에 벽걸이 나사가 기본으로 제공되지 않아서 실망이네요. 무게는 10kg정도라서 그리 무겁지 않았서 벽에서 떨어지거나 그런 불안감은 사라졌네요ㅎㅎ 지상파 안테나 연결하는게 좀 복잡하고 어려웠어요. 앱들이 많고 UHD급으로 다양한 OTT를 즐길 수 있어서 만족합니다,0
예상보다 제품 외형이 무척 예뻐서 만족해요.. 다만 금방 소재가 견고해보이지 않고 플라스틱 깨질 것 같아 마음에 안 드네요. ㅜ,0
가볍고 따뜻해요 올겨울 잘입을거같습니다. 많이파세요,1
시간에서 미스로 교환하느라 9일에 배송 받아서 20일만인 28일에 출퇴근 점심 못 신게 걸려서 코로나 때문에 어디 돌아다니지도 못하고 끊어져서 먹으로 나가지도 못하고 딱 출퇴근 사이즈 신었는데… 평일에만 신었으니 13일… 끈이 시간이 30분 정도 됐네요. 26시간 정도 신었어요 ㅋㅋㅋ 진짜 내구성 구리네요.,2
다~ 만족스러운데 너무나 가격이 고가라...별 하나 뺍니다. 음질은 감성자극!! 너무 좋음~,0
"청소시간은 단축됐지만... 흡입력이 많이 약하고,모서리 청소가 부분이 안된다는 단점이 있네요~",2
가격은 싸다고 광고해 놓으면서 사보니 막상 비싼거였음..-_-... 디자인도 막상 설치하고 보니 프레임 두껍고 너무 별로임,2
잠깐 써봤는데 촉촉하고 사용감이 좋아서 한꺼번에 여러개 주문했어요. 피부가 조금 민감한 상태여서 그런지 살짝 트러블 생기는 거 같았는데 조금씩 바르면서 적응중인데 괜찮은거 같아요 가을 겨울에 더 좋을거 같습니다.,1
너무 저렴해서 별 기대 안했는데 너무  편하구 좋아요 사이즈 때문에 고민을 많이해서 두번이 번복을 하고 택했는데 29로 하길 잘한거같아요 보이핏이라 좀 크게 나왔어요 허리도 안에 고무줄이 들어있고 신축성도 있어서 넉넉하게 입기 좋네요 두깨도 요즘 딱이예요,1
우선 디자인이 심플하니 맘에 들고요 노이즈 캔슬링 기능도 잘 이어폰보다는 가성비 제품인데 가끔 끊김 현상이 발생하는 건 좀 아쉬워요~~음질은 만족합니다~ 고가의 작동하는 떨어지지만 이정도 성능이면 확실히,0
처음 써보는 게이밍 마우스! 디자인인데 독특한 이쁘기까지해서 정말 맘에 들어요.^^ 마우스 자체가 무거워서ㅠ 무게추가는 쓸모가 없네요ㅠ,0
모니터 깨끗하고 굉장히 화면이 선명해서 너무 만족해요. 그리고 스피커가 내장되어 있지는 않아서 아쉽긴해요~,0
저렴하게 잘 샀어요 깜끔청소 기대 만땅. 바닥 청소가 늘 힘들었는데 앞으로 깔끔 반짝반짝 즐겁네요 제품 사이즈도 슬림해서 보관이 용이해요.,1
디자인 예쁘고 색상 너무예쁘고 요리하기 편리해서 좋아요,1
"""블투 이어폰 리뷰! 확실하게 영상의 착용감 - 기존에 가지고 있던 OOO와 비교할 수 없을 만큼 다만 부분에 OOO은 착용하면 얼마안가 귀가 아프지만, OOO을 OOO의 경우가 곡을 부분이 작다보니, 가벼운 착용감을 충분히 다만 단점이 마스크를 벗고쓰다가 줄에 마이크 느낌이었습니다. 걸려 떨어지는 귓속으로 종종 있어요. 뭉개지는 기존 이런 단점이 있네요. 듣고, 음질- 공간 음향 효과 셋팅, 저는 좀 어려웠습니다. 그런데 효과는 훌륭하네요. OOO 동영상 시청시 스테레오를 넘어서는 공간감이 - 동영상내에서 말하는 방향, 예를 OOO을 조수석 쪽에서 안들더라구요.3. 조져볼게욥1. 경우 확실히 조수석쪽 방향에서 말하는 느낌이 생생합니다.- OOO으로 음악을 ^^;;2. 똑같은 앱을 통해 OOO으로동일한 들어가는 들어 봤습니다. 구조적으로 베이스가 너무 강해서 보이스마저 콩나물꼬리 느낌을 들어 사용한 OOO 느끼고 말았네요 ㅠㅠ 느껴집니다. 후에야 음질이 전체적으로 더 청량한 부분이 가볍습니다. OOO 시에 음질은 OOO보다 좋다는 느낌은 말하는 휴대성- 나타냅니다. 작고 가볍습니다. 재질이 너무 번들거려서 미끈미끈한 느낌은 좋지 않네요. 손에서 자주 놓칠듯한 불길한 예감이....4. 충전- 세상에 OOO 충전기에 딱 하고 붙어서 충전이 되네요. OOO 무선충전기에도 문제없이 제품으로 만족스러워서, OOO가 궁금해지기 시작했어요 ^^다음 리뷰는 더 좋은 충전됩니다.5.총평생각보다 찾아올게요~""",0
